damage,url
9.22,http://web.archive.org/web/20240324124357if_/https://sourceforge.net/p/oof/code/HEAD/tree/
9.21,http://web.archive.org/web/20240201122608if_/https://sourceforge.net/p/stellarium/code/HEAD/tree/
9.17,http://web.archive.org/web/20240204121545if_/https://sourceforge.net/p/tortoisesvn/code/HEAD/tree/
9.16,http://web.archive.org/web/20151123060422if_/http://sourceforge.net/p/thebear/code/ci/master/tree/
9.15,http://web.archive.org/web/20221126123557if_/https://sourceforge.net/p/scribus/gsoc11scripter/ci/master/tree/
9.13,http://web.archive.org/web/20220806081803if_/https://sourceforge.net/p/jedit/MacOS/ci/master/tree/
9.1,http://web.archive.org/web/20220122051308if_/https://sourceforge.net/p/conemu/code/ci/master/tree/
9.09,http://web.archive.org/web/20230910222247if_/https://sourceforge.net/p/flightgear/assets/HEAD/tree/
9.06,http://web.archive.org/web/20220317213836if_/https://sourceforge.net/p/unetbootin/code/ci/master/tree/
9.05,http://web.archive.org/web/20220806083816if_/https://sourceforge.net/p/jedit/MenuEditor/ci/master/tree/
9.0,http://web.archive.org/web/20231224031902if_/https://sourceforge.net/p/octave/ocs/ci/master/tree/
8.96,http://web.archive.org/web/20230429085608if_/https://sourceforge.net/p/tuxguitar/code/HEAD/tree/
8.95,http://web.archive.org/web/20231025102022if_/https://sourceforge.net/p/grandperspectiv/source/ci/master/tree/
8.89,http://web.archive.org/web/20240321122619if_/https://sourceforge.net/p/immortalwrt/mirror-updater/ci/master/tree/
8.87,http://web.archive.org/web/20230408215304if_/https://sourceforge.net/p/oprofile/oprofile-www/ci/master/tree/
8.85,http://web.archive.org/web/20220701051753if_/https://sourceforge.net/p/djvu/old-djvu22-git/ci/master/tree/
8.82,http://web.archive.org/web/20230614055239if_/https://sourceforge.net/p/azureus/code/
8.81,http://web.archive.org/web/20230314194036if_/https://sourceforge.net/p/staruml/code/HEAD/tree/
8.77,http://web.archive.org/web/20240324123759if_/https://sourceforge.net/p/jsspellcheck/code/HEAD/tree/
8.72,http://web.archive.org/web/20240324124214if_/https://sourceforge.net/p/cpp2dot/code/HEAD/tree/
8.71,http://web.archive.org/web/20231224030651if_/https://sourceforge.net/p/octave/code/HEAD/tree/
8.71,http://web.archive.org/web/20240108221954if_/https://sourceforge.net/p/libusb-win32/code/HEAD/tree/
8.68,http://web.archive.org/web/20220422041311if_/https://sourceforge.net/p/djvu/djvulibre-git/ci/master/tree/
8.57,http://web.archive.org/web/20231127210210if_/https://sourceforge.net/p/jedit/svn/HEAD/tree/
8.56,http://web.archive.org/web/20240121230142if_/https://sourceforge.net/p/smartmontools/code/HEAD/tree/
8.56,http://web.archive.org/web/20220611094553if_/https://sourceforge.net/p/ubuntuzilla/ubuntuzilla/ci/master/tree/
8.56,http://web.archive.org/web/20220611094553if_/https://sourceforge.net/p/ubuntuzilla/ubuntuzilla/ci/master/tree/
8.56,http://web.archive.org/web/20240121230142if_/https://sourceforge.net/p/smartmontools/code/HEAD/tree/
8.53,http://web.archive.org/web/20190303221046if_/https://sourceforge.net/p/smoothwall/devs/ci/stan-swe3.1-rc4/tree/
8.44,http://web.archive.org/web/20240507012218if_/https://sourceforge.net/p/jvi/editor-pin/ci/default/tree/
8.42,http://web.archive.org/web/20180613081553if_/https://sourceforge.net/p/xdman/code/ci/master/tree/
8.42,http://web.archive.org/web/20240324124612if_/https://sourceforge.net/p/searcher/git/ci/master/tree/
8.41,http://web.archive.org/web/20240507012216if_/https://sourceforge.net/p/jvi/raelity-gradle/ci/default/tree/
8.35,http://web.archive.org/web/20180713112737if_/https://sourceforge.net/p/digioznetportal/codenew/ci/master/tree/
8.34,http://web.archive.org/web/20230409214734if_/https://sourceforge.net/p/oprofile/oprofile-results/ci/master/tree/
8.33,http://web.archive.org/web/20221227141217if_/https://sourceforge.net/p/jedit/CppCheck/ci/master/tree/
8.31,http://web.archive.org/web/20240227035142if_/https://sourceforge.net/p/optflux/optknock4optflux3/ci/master/tree/
8.21,http://web.archive.org/web/20240220140109if_/https://sourceforge.net/p/flightgear/mpmap.js/ci/master/tree/
8.16,http://web.archive.org/web/20220523035902if_/https://sourceforge.net/p/ubuntuzilla/mozillapackager/ci/master/tree/
8.16,http://web.archive.org/web/20220523035902if_/https://sourceforge.net/p/ubuntuzilla/mozillapackager/ci/master/tree/
8.06,http://web.archive.org/web/20220530052226if_/https://sourceforge.net/p/jpegview/code/HEAD/tree/
8.03,http://web.archive.org/web/20230520093748if_/https://sourceforge.net/p/android-x86/hardware_liblights/ci/nougat-x86/tree/
8.03,http://web.archive.org/web/20210213003110if_/https://sourceforge.net/p/texstudio/code/HEAD/tree/
8.02,http://web.archive.org/web/20190303221050if_/https://sourceforge.net/p/smoothwall/docs/ci/swe3.1-docs/tree/
8.01,http://web.archive.org/web/20190625025539if_/https://sourceforge.net/p/midisheetmusic/source/ci/master/tree/
7.97,http://web.archive.org/web/20151029073220if_/http://sourceforge.net/p/tftputil/code/HEAD/tree/
7.95,http://web.archive.org/web/20231224023257if_/https://sourceforge.net/p/octave/level-set/ci/master/tree/
7.94,http://web.archive.org/web/20231224031033if_/https://sourceforge.net/p/scribus/code/ci/master/tree/
7.93,http://web.archive.org/web/20220806080320if_/https://sourceforge.net/p/jedit/HelpServer/ci/master/tree/
7.91,http://web.archive.org/web/20230510113138if_/https://sourceforge.net/p/orwelldevcpp/code/ci/master/tree/
7.91,http://web.archive.org/web/20150926134709if_/http://sourceforge.net/p/fmd/code/HEAD/tree/
7.91,http://web.archive.org/web/20190819164425if_/https://sourceforge.net/p/grandperspectiv/help/ci/master/tree/
7.86,http://web.archive.org/web/20230324060804if_/https://sourceforge.net/p/urlget/uget/ci/master/tree/
7.84,http://web.archive.org/web/20220606190114if_/https://sourceforge.net/p/winavr/code/HEAD/tree/
7.77,http://web.archive.org/web/20240220140123if_/https://sourceforge.net/p/flightgear/navdata/ci/master/tree/
7.75,http://web.archive.org/web/20230315073939if_/https://sourceforge.net/p/mscore/code/HEAD/tree/
7.66,http://web.archive.org/web/20220806080319if_/https://sourceforge.net/p/jedit/SyntaxHelper/ci/master/tree/
7.65,http://web.archive.org/web/20220908015306if_/https://sourceforge.net/p/jabref/code/ci/master/tree/
7.62,http://web.archive.org/web/20220620095906if_/https://sourceforge.net/p/dia-installer/diashapes/ci/master/tree/
7.61,http://web.archive.org/web/20220517025355if_/https://sourceforge.net/p/vrapper/code/ci/master/tree/
7.53,http://web.archive.org/web/20230807084732if_/https://sourceforge.net/p/tikiwiki/code/HEAD/tree/
7.5,http://web.archive.org/web/20180703232208if_/https://sourceforge.net/p/camprocessor/CAM-Base/ci/master/tree/
7.45,http://web.archive.org/web/20231203022632if_/https://sourceforge.net/p/octave/divand/ci/master/tree/
7.44,http://web.archive.org/web/20220524182449if_/https://sourceforge.net/p/optflux/jecoli3/ci/master/tree/
7.44,http://web.archive.org/web/20150910141513if_/http://sourceforge.net/p/crportable/patches-base/ci/default/tree/
7.42,http://web.archive.org/web/20240319111814if_/https://sourceforge.net/p/mp4joiner/git/ci/master/tree/
7.41,http://web.archive.org/web/20220729223345if_/https://sourceforge.net/p/tcpdf/code/ci/master/tree/
7.39,http://web.archive.org/web/20190819164429if_/https://sourceforge.net/p/grandperspectiv/documentation/ci/master/tree/
7.36,http://web.archive.org/web/20240324122955if_/https://sourceforge.net/p/brmodelo/code/ci/master/tree/
